"year","month","flow","rain","temp","rain.1","rain.2","rain.3","rain.4","rain.5","rain.6","rain.7","rain.8","rain.9","rain.10","rain.11","rain.12","rain.13","rain.14","rain.15","rain.16","rain.17","rain.18","rain.19","rain.20","rain.21","rain.22","rain.23","rain.24","temp.1","temp.2","temp.3","temp.4","temp.5","temp.6","temp.7","temp.8","temp.9","temp.10","temp.11","temp.12"
"2000"," 2","313.0689655","14.06","53.08621","11.86"," 0.77"," 3.41"," 0.29"," 0.18"," 0.02"," 0.00"," 0.34"," 0.04"," 2.97"," 4.08","10.66"," 7.44"," 1.74"," 5.30"," 0.88"," 0.08"," 0.00"," 0.00"," 0.14"," 3.87"," 3.11"," 4.68","18.63","50.98387","50.85484","54.90000","60.64516","61.16667","63.59677","62.30645","58.36667","56.09677","54.30000","50.70968","49.60714"
"2000"," 3","118.3870968"," 2.41","54.04839","14.06","11.86"," 0.77"," 3.41"," 0.29"," 0.18"," 0.02"," 0.00"," 0.34"," 0.04"," 2.97"," 4.08","10.66"," 7.44"," 1.74"," 5.30"," 0.88"," 0.08"," 0.00"," 0.00"," 0.14"," 3.87"," 3.11"," 4.68","53.08621","50.98387","50.85484","54.90000","60.64516","61.16667","63.59677","62.30645","58.36667","56.09677","54.30000","50.70968"
"2000"," 4"," 36.3666667"," 1.60","57.70000"," 2.41","14.06","11.86"," 0.77"," 3.41"," 0.29"," 0.18"," 0.02"," 0.00"," 0.34"," 0.04"," 2.97"," 4.08","10.66"," 7.44"," 1.74"," 5.30"," 0.88"," 0.08"," 0.00"," 0.00"," 0.14"," 3.87"," 3.11","54.04839","53.08621","50.98387","50.85484","54.90000","60.64516","61.16667","63.59677","62.30645","58.36667","56.09677","54.30000"
"2000"," 5"," 21.0645161"," 1.27","60.70968"," 1.60"," 2.41","14.06","11.86"," 0.77"," 3.41"," 0.29"," 0.18"," 0.02"," 0.00"," 0.34"," 0.04"," 2.97"," 4.08","10.66"," 7.44"," 1.74"," 5.30"," 0.88"," 0.08"," 0.00"," 0.00"," 0.14"," 3.87","57.70000","54.04839","53.08621","50.98387","50.85484","54.90000","60.64516","61.16667","63.59677","62.30645","58.36667","56.09677"
"2000"," 6"," 12.0133333"," 0.19","62.13333"," 1.27"," 1.60"," 2.41","14.06","11.86"," 0.77"," 3.41"," 0.29"," 0.18"," 0.02"," 0.00"," 0.34"," 0.04"," 2.97"," 4.08","10.66"," 7.44"," 1.74"," 5.30"," 0.88"," 0.08"," 0.00"," 0.00"," 0.14","60.70968","57.70000","54.04839","53.08621","50.98387","50.85484","54.90000","60.64516","61.16667","63.59677","62.30645","58.36667"
"2000"," 7","  8.0322581"," 0.00","61.45161"," 0.19"," 1.27"," 1.60"," 2.41","14.06","11.86"," 0.77"," 3.41"," 0.29"," 0.18"," 0.02"," 0.00"," 0.34"," 0.04"," 2.97"," 4.08","10.66"," 7.44"," 1.74"," 5.30"," 0.88"," 0.08"," 0.00"," 0.00","62.13333","60.70968","57.70000","54.04839","53.08621","50.98387","50.85484","54.90000","60.64516","61.16667","63.59677","62.30645"
"2000"," 8","  4.8967742"," 0.22","62.27419"," 0.00"," 0.19"," 1.27"," 1.60"," 2.41","14.06","11.86"," 0.77"," 3.41"," 0.29"," 0.18"," 0.02"," 0.00"," 0.34"," 0.04"," 2.97"," 4.08","10.66"," 7.44"," 1.74"," 5.30"," 0.88"," 0.08"," 0.00","61.45161","62.13333","60.70968","57.70000","54.04839","53.08621","50.98387","50.85484","54.90000","60.64516","61.16667","63.59677"
"2000"," 9","  5.8900000"," 0.31","63.33333"," 0.22"," 0.00"," 0.19"," 1.27"," 1.60"," 2.41","14.06","11.86"," 0.77"," 3.41"," 0.29"," 0.18"," 0.02"," 0.00"," 0.34"," 0.04"," 2.97"," 4.08","10.66"," 7.44"," 1.74"," 5.30"," 0.88"," 0.08","62.27419","61.45161","62.13333","60.70968","57.70000","54.04839","53.08621","50.98387","50.85484","54.90000","60.64516","61.16667"
"2000","10","  9.5935484"," 4.84","58.33871"," 0.31"," 0.22"," 0.00"," 0.19"," 1.27"," 1.60"," 2.41","14.06","11.86"," 0.77"," 3.41"," 0.29"," 0.18"," 0.02"," 0.00"," 0.34"," 0.04"," 2.97"," 4.08","10.66"," 7.44"," 1.74"," 5.30"," 0.88","63.33333","62.27419","61.45161","62.13333","60.70968","57.70000","54.04839","53.08621","50.98387","50.85484","54.90000","60.64516"
"2000","11","  7.5633333"," 1.28","50.71667"," 4.84"," 0.31"," 0.22"," 0.00"," 0.19"," 1.27"," 1.60"," 2.41","14.06","11.86"," 0.77"," 3.41"," 0.29"," 0.18"," 0.02"," 0.00"," 0.34"," 0.04"," 2.97"," 4.08","10.66"," 7.44"," 1.74"," 5.30","58.33871","63.33333","62.27419","61.45161","62.13333","60.70968","57.70000","54.04839","53.08621","50.98387","50.85484","54.90000"
"2000","12","  7.4870968"," 1.04","52.66129"," 1.28"," 4.84"," 0.31"," 0.22"," 0.00"," 0.19"," 1.27"," 1.60"," 2.41","14.06","11.86"," 0.77"," 3.41"," 0.29"," 0.18"," 0.02"," 0.00"," 0.34"," 0.04"," 2.97"," 4.08","10.66"," 7.44"," 1.74","50.71667","58.33871","63.33333","62.27419","61.45161","62.13333","60.70968","57.70000","54.04839","53.08621","50.98387","50.85484"
"2001"," 1"," 29.4129032"," 5.92","48.96774"," 1.04"," 1.28"," 4.84"," 0.31"," 0.22"," 0.00"," 0.19"," 1.27"," 1.60"," 2.41","14.06","11.86"," 0.77"," 3.41"," 0.29"," 0.18"," 0.02"," 0.00"," 0.34"," 0.04"," 2.97"," 4.08","10.66"," 7.44","52.66129","50.71667","58.33871","63.33333","62.27419","61.45161","62.13333","60.70968","57.70000","54.04839","53.08621","50.98387"
"2001"," 2"," 97.5357143"," 7.00","50.50000"," 5.92"," 1.04"," 1.28"," 4.84"," 0.31"," 0.22"," 0.00"," 0.19"," 1.27"," 1.60"," 2.41","14.06","11.86"," 0.77"," 3.41"," 0.29"," 0.18"," 0.02"," 0.00"," 0.34"," 0.04"," 2.97"," 4.08","10.66","48.96774","52.66129","50.71667","58.33871","63.33333","62.27419","61.45161","62.13333","60.70968","57.70000","54.04839","53.08621"
"2001"," 3"," 76.0322581"," 3.29","55.35484"," 7.00"," 5.92"," 1.04"," 1.28"," 4.84"," 0.31"," 0.22"," 0.00"," 0.19"," 1.27"," 1.60"," 2.41","14.06","11.86"," 0.77"," 3.41"," 0.29"," 0.18"," 0.02"," 0.00"," 0.34"," 0.04"," 2.97"," 4.08","50.50000","48.96774","52.66129","50.71667","58.33871","63.33333","62.27419","61.45161","62.13333","60.70968","57.70000","54.04839"
"2001"," 4"," 30.7000000"," 1.76","53.31667"," 3.29"," 7.00"," 5.92"," 1.04"," 1.28"," 4.84"," 0.31"," 0.22"," 0.00"," 0.19"," 1.27"," 1.60"," 2.41","14.06","11.86"," 0.77"," 3.41"," 0.29"," 0.18"," 0.02"," 0.00"," 0.34"," 0.04"," 2.97","55.35484","50.50000","48.96774","52.66129","50.71667","58.33871","63.33333","62.27419","61.45161","62.13333","60.70968","57.70000"
"2001"," 5"," 12.7419355"," 0.00","61.11290"," 1.76"," 3.29"," 7.00"," 5.92"," 1.04"," 1.28"," 4.84"," 0.31"," 0.22"," 0.00"," 0.19"," 1.27"," 1.60"," 2.41","14.06","11.86"," 0.77"," 3.41"," 0.29"," 0.18"," 0.02"," 0.00"," 0.34"," 0.04","53.31667","55.35484","50.50000","48.96774","52.66129","50.71667","58.33871","63.33333","62.27419","61.45161","62.13333","60.70968"
"2001"," 6","  5.1133333"," 0.10","62.45000"," 0.00"," 1.76"," 3.29"," 7.00"," 5.92"," 1.04"," 1.28"," 4.84"," 0.31"," 0.22"," 0.00"," 0.19"," 1.27"," 1.60"," 2.41","14.06","11.86"," 0.77"," 3.41"," 0.29"," 0.18"," 0.02"," 0.00"," 0.34","61.11290","53.31667","55.35484","50.50000","48.96774","52.66129","50.71667","58.33871","63.33333","62.27419","61.45161","62.13333"
"2001"," 7","  3.6387097"," 0.00","61.96774"," 0.10"," 0.00"," 1.76"," 3.29"," 7.00"," 5.92"," 1.04"," 1.28"," 4.84"," 0.31"," 0.22"," 0.00"," 0.19"," 1.27"," 1.60"," 2.41","14.06","11.86"," 0.77"," 3.41"," 0.29"," 0.18"," 0.02"," 0.00","62.45000","61.11290","53.31667","55.35484","50.50000","48.96774","52.66129","50.71667","58.33871","63.33333","62.27419","61.45161"
"2001"," 8","  2.4354839"," 0.02","62.41935"," 0.00"," 0.10"," 0.00"," 1.76"," 3.29"," 7.00"," 5.92"," 1.04"," 1.28"," 4.84"," 0.31"," 0.22"," 0.00"," 0.19"," 1.27"," 1.60"," 2.41","14.06","11.86"," 0.77"," 3.41"," 0.29"," 0.18"," 0.02","61.96774","62.45000","61.11290","53.31667","55.35484","50.50000","48.96774","52.66129","50.71667","58.33871","63.33333","62.27419"
"2001"," 9","  2.1366667"," 0.20","61.18333"," 0.02"," 0.00"," 0.10"," 0.00"," 1.76"," 3.29"," 7.00"," 5.92"," 1.04"," 1.28"," 4.84"," 0.31"," 0.22"," 0.00"," 0.19"," 1.27"," 1.60"," 2.41","14.06","11.86"," 0.77"," 3.41"," 0.29"," 0.18","62.41935","61.96774","62.45000","61.11290","53.31667","55.35484","50.50000","48.96774","52.66129","50.71667","58.33871","63.33333"
"2001","10","  2.5112903"," 0.70","59.59677"," 0.20"," 0.02"," 0.00"," 0.10"," 0.00"," 1.76"," 3.29"," 7.00"," 5.92"," 1.04"," 1.28"," 4.84"," 0.31"," 0.22"," 0.00"," 0.19"," 1.27"," 1.60"," 2.41","14.06","11.86"," 0.77"," 3.41"," 0.29","61.18333","62.41935","61.96774","62.45000","61.11290","53.31667","55.35484","50.50000","48.96774","52.66129","50.71667","58.33871"
"2001","11"," 13.0836667"," 6.28","55.15000"," 0.70"," 0.20"," 0.02"," 0.00"," 0.10"," 0.00"," 1.76"," 3.29"," 7.00"," 5.92"," 1.04"," 1.28"," 4.84"," 0.31"," 0.22"," 0.00"," 0.19"," 1.27"," 1.60"," 2.41","14.06","11.86"," 0.77"," 3.41","59.59677","61.18333","62.41935","61.96774","62.45000","61.11290","53.31667","55.35484","50.50000","48.96774","52.66129","50.71667"
"2001","12"," 81.8741935","11.07","50.33871"," 6.28"," 0.70"," 0.20"," 0.02"," 0.00"," 0.10"," 0.00"," 1.76"," 3.29"," 7.00"," 5.92"," 1.04"," 1.28"," 4.84"," 0.31"," 0.22"," 0.00"," 0.19"," 1.27"," 1.60"," 2.41","14.06","11.86"," 0.77","55.15000","59.59677","61.18333","62.41935","61.96774","62.45000","61.11290","53.31667","55.35484","50.50000","48.96774","52.66129"
"2002"," 1"," 74.2419355"," 3.73","47.25806","11.07"," 6.28"," 0.70"," 0.20"," 0.02"," 0.00"," 0.10"," 0.00"," 1.76"," 3.29"," 7.00"," 5.92"," 1.04"," 1.28"," 4.84"," 0.31"," 0.22"," 0.00"," 0.19"," 1.27"," 1.60"," 2.41","14.06","11.86","50.33871","55.15000","59.59677","61.18333","62.41935","61.96774","62.45000","61.11290","53.31667","55.35484","50.50000","48.96774"
"2002"," 2"," 30.3785714"," 2.28","52.55357"," 3.73","11.07"," 6.28"," 0.70"," 0.20"," 0.02"," 0.00"," 0.10"," 0.00"," 1.76"," 3.29"," 7.00"," 5.92"," 1.04"," 1.28"," 4.84"," 0.31"," 0.22"," 0.00"," 0.19"," 1.27"," 1.60"," 2.41","14.06","47.25806","50.33871","55.15000","59.59677","61.18333","62.41935","61.96774","62.45000","61.11290","53.31667","55.35484","50.50000"
"2002"," 3"," 39.5741935"," 3.52","51.98387"," 2.28"," 3.73","11.07"," 6.28"," 0.70"," 0.20"," 0.02"," 0.00"," 0.10"," 0.00"," 1.76"," 3.29"," 7.00"," 5.92"," 1.04"," 1.28"," 4.84"," 0.31"," 0.22"," 0.00"," 0.19"," 1.27"," 1.60"," 2.41","52.55357","47.25806","50.33871","55.15000","59.59677","61.18333","62.41935","61.96774","62.45000","61.11290","53.31667","55.35484"
"2002"," 4"," 18.5200000"," 0.35","55.21667"," 3.52"," 2.28"," 3.73","11.07"," 6.28"," 0.70"," 0.20"," 0.02"," 0.00"," 0.10"," 0.00"," 1.76"," 3.29"," 7.00"," 5.92"," 1.04"," 1.28"," 4.84"," 0.31"," 0.22"," 0.00"," 0.19"," 1.27"," 1.60","51.98387","52.55357","47.25806","50.33871","55.15000","59.59677","61.18333","62.41935","61.96774","62.45000","61.11290","53.31667"
"2002"," 5"," 12.8229032"," 0.81","57.04839"," 0.35"," 3.52"," 2.28"," 3.73","11.07"," 6.28"," 0.70"," 0.20"," 0.02"," 0.00"," 0.10"," 0.00"," 1.76"," 3.29"," 7.00"," 5.92"," 1.04"," 1.28"," 4.84"," 0.31"," 0.22"," 0.00"," 0.19"," 1.27","55.21667","51.98387","52.55357","47.25806","50.33871","55.15000","59.59677","61.18333","62.41935","61.96774","62.45000","61.11290"
"2002"," 6","  7.1973333"," 0.00","61.53333"," 0.81"," 0.35"," 3.52"," 2.28"," 3.73","11.07"," 6.28"," 0.70"," 0.20"," 0.02"," 0.00"," 0.10"," 0.00"," 1.76"," 3.29"," 7.00"," 5.92"," 1.04"," 1.28"," 4.84"," 0.31"," 0.22"," 0.00"," 0.19","57.04839","55.21667","51.98387","52.55357","47.25806","50.33871","55.15000","59.59677","61.18333","62.41935","61.96774","62.45000"
"2002"," 7","  3.7977419"," 0.01","61.91935"," 0.00"," 0.81"," 0.35"," 3.52"," 2.28"," 3.73","11.07"," 6.28"," 0.70"," 0.20"," 0.02"," 0.00"," 0.10"," 0.00"," 1.76"," 3.29"," 7.00"," 5.92"," 1.04"," 1.28"," 4.84"," 0.31"," 0.22"," 0.00","61.53333","57.04839","55.21667","51.98387","52.55357","47.25806","50.33871","55.15000","59.59677","61.18333","62.41935","61.96774"
"2002"," 8","  2.9409677"," 0.04","62.20968"," 0.01"," 0.00"," 0.81"," 0.35"," 3.52"," 2.28"," 3.73","11.07"," 6.28"," 0.70"," 0.20"," 0.02"," 0.00"," 0.10"," 0.00"," 1.76"," 3.29"," 7.00"," 5.92"," 1.04"," 1.28"," 4.84"," 0.31"," 0.22","61.91935","61.53333","57.04839","55.21667","51.98387","52.55357","47.25806","50.33871","55.15000","59.59677","61.18333","62.41935"
"2002"," 9","  2.1596667"," 0.00","62.28333"," 0.04"," 0.01"," 0.00"," 0.81"," 0.35"," 3.52"," 2.28"," 3.73","11.07"," 6.28"," 0.70"," 0.20"," 0.02"," 0.00"," 0.10"," 0.00"," 1.76"," 3.29"," 7.00"," 5.92"," 1.04"," 1.28"," 4.84"," 0.31","62.20968","61.91935","61.53333","57.04839","55.21667","51.98387","52.55357","47.25806","50.33871","55.15000","59.59677","61.18333"
"2002","10","  2.3880645"," 0.00","58.61290"," 0.00"," 0.04"," 0.01"," 0.00"," 0.81"," 0.35"," 3.52"," 2.28"," 3.73","11.07"," 6.28"," 0.70"," 0.20"," 0.02"," 0.00"," 0.10"," 0.00"," 1.76"," 3.29"," 7.00"," 5.92"," 1.04"," 1.28"," 4.84","62.28333","62.20968","61.91935","61.53333","57.04839","55.21667","51.98387","52.55357","47.25806","50.33871","55.15000","59.59677"
"2002","11"," 13.5323333"," 4.27","56.23333"," 0.00"," 0.00"," 0.04"," 0.01"," 0.00"," 0.81"," 0.35"," 3.52"," 2.28"," 3.73","11.07"," 6.28"," 0.70"," 0.20"," 0.02"," 0.00"," 0.10"," 0.00"," 1.76"," 3.29"," 7.00"," 5.92"," 1.04"," 1.28","58.61290","62.28333","62.20968","61.91935","61.53333","57.04839","55.21667","51.98387","52.55357","47.25806","50.33871","55.15000"
"2002","12","191.2064516","15.21","51.41935"," 4.27"," 0.00"," 0.00"," 0.04"," 0.01"," 0.00"," 0.81"," 0.35"," 3.52"," 2.28"," 3.73","11.07"," 6.28"," 0.70"," 0.20"," 0.02"," 0.00"," 0.10"," 0.00"," 1.76"," 3.29"," 7.00"," 5.92"," 1.04","56.23333","58.61290","62.28333","62.20968","61.91935","61.53333","57.04839","55.21667","51.98387","52.55357","47.25806","50.33871"
"2003"," 1"," 68.0225806"," 1.85","55.51613","15.21"," 4.27"," 0.00"," 0.00"," 0.04"," 0.01"," 0.00"," 0.81"," 0.35"," 3.52"," 2.28"," 3.73","11.07"," 6.28"," 0.70"," 0.20"," 0.02"," 0.00"," 0.10"," 0.00"," 1.76"," 3.29"," 7.00"," 5.92","51.41935","56.23333","58.61290","62.28333","62.20968","61.91935","61.53333","57.04839","55.21667","51.98387","52.55357","47.25806"
"2003"," 2"," 24.3321429"," 1.86","52.08929"," 1.85","15.21"," 4.27"," 0.00"," 0.00"," 0.04"," 0.01"," 0.00"," 0.81"," 0.35"," 3.52"," 2.28"," 3.73","11.07"," 6.28"," 0.70"," 0.20"," 0.02"," 0.00"," 0.10"," 0.00"," 1.76"," 3.29"," 7.00","55.51613","51.41935","56.23333","58.61290","62.28333","62.20968","61.91935","61.53333","57.04839","55.21667","51.98387","52.55357"
"2003"," 3"," 26.5709677"," 1.47","54.58065"," 1.86"," 1.85","15.21"," 4.27"," 0.00"," 0.00"," 0.04"," 0.01"," 0.00"," 0.81"," 0.35"," 3.52"," 2.28"," 3.73","11.07"," 6.28"," 0.70"," 0.20"," 0.02"," 0.00"," 0.10"," 0.00"," 1.76"," 3.29","52.08929","55.51613","51.41935","56.23333","58.61290","62.28333","62.20968","61.91935","61.53333","57.04839","55.21667","51.98387"
"2003"," 4"," 37.1166667"," 3.50","53.71667"," 1.47"," 1.86"," 1.85","15.21"," 4.27"," 0.00"," 0.00"," 0.04"," 0.01"," 0.00"," 0.81"," 0.35"," 3.52"," 2.28"," 3.73","11.07"," 6.28"," 0.70"," 0.20"," 0.02"," 0.00"," 0.10"," 0.00"," 1.76","54.58065","52.08929","55.51613","51.41935","56.23333","58.61290","62.28333","62.20968","61.91935","61.53333","57.04839","55.21667"
"2003"," 5"," 35.6903226"," 0.90","59.14516"," 3.50"," 1.47"," 1.86"," 1.85","15.21"," 4.27"," 0.00"," 0.00"," 0.04"," 0.01"," 0.00"," 0.81"," 0.35"," 3.52"," 2.28"," 3.73","11.07"," 6.28"," 0.70"," 0.20"," 0.02"," 0.00"," 0.10"," 0.00","53.71667","54.58065","52.08929","55.51613","51.41935","56.23333","58.61290","62.28333","62.20968","61.91935","61.53333","57.04839"
"2003"," 6"," 12.7640000"," 0.07","61.80000"," 0.90"," 3.50"," 1.47"," 1.86"," 1.85","15.21"," 4.27"," 0.00"," 0.00"," 0.04"," 0.01"," 0.00"," 0.81"," 0.35"," 3.52"," 2.28"," 3.73","11.07"," 6.28"," 0.70"," 0.20"," 0.02"," 0.00"," 0.10","59.14516","53.71667","54.58065","52.08929","55.51613","51.41935","56.23333","58.61290","62.28333","62.20968","61.91935","61.53333"
"2003"," 7","  5.6558065"," 0.00","63.12903"," 0.07"," 0.90"," 3.50"," 1.47"," 1.86"," 1.85","15.21"," 4.27"," 0.00"," 0.00"," 0.04"," 0.01"," 0.00"," 0.81"," 0.35"," 3.52"," 2.28"," 3.73","11.07"," 6.28"," 0.70"," 0.20"," 0.02"," 0.00","61.80000","59.14516","53.71667","54.58065","52.08929","55.51613","51.41935","56.23333","58.61290","62.28333","62.20968","61.91935"
"2003"," 8","  3.0870968"," 0.01","66.50000"," 0.00"," 0.07"," 0.90"," 3.50"," 1.47"," 1.86"," 1.85","15.21"," 4.27"," 0.00"," 0.00"," 0.04"," 0.01"," 0.00"," 0.81"," 0.35"," 3.52"," 2.28"," 3.73","11.07"," 6.28"," 0.70"," 0.20"," 0.02","63.12903","61.80000","59.14516","53.71667","54.58065","52.08929","55.51613","51.41935","56.23333","58.61290","62.28333","62.20968"
"2003"," 9","  1.8593333"," 0.00","64.90000"," 0.01"," 0.00"," 0.07"," 0.90"," 3.50"," 1.47"," 1.86"," 1.85","15.21"," 4.27"," 0.00"," 0.00"," 0.04"," 0.01"," 0.00"," 0.81"," 0.35"," 3.52"," 2.28"," 3.73","11.07"," 6.28"," 0.70"," 0.20","66.50000","63.12903","61.80000","59.14516","53.71667","54.58065","52.08929","55.51613","51.41935","56.23333","58.61290","62.28333"
"2003","10","  1.6216129"," 0.31","61.98387"," 0.00"," 0.01"," 0.00"," 0.07"," 0.90"," 3.50"," 1.47"," 1.86"," 1.85","15.21"," 4.27"," 0.00"," 0.00"," 0.04"," 0.01"," 0.00"," 0.81"," 0.35"," 3.52"," 2.28"," 3.73","11.07"," 6.28"," 0.70","64.90000","66.50000","63.12903","61.80000","59.14516","53.71667","54.58065","52.08929","55.51613","51.41935","56.23333","58.61290"
"2003","11","  6.9563333"," 3.38","53.10000"," 0.31"," 0.00"," 0.01"," 0.00"," 0.07"," 0.90"," 3.50"," 1.47"," 1.86"," 1.85","15.21"," 4.27"," 0.00"," 0.00"," 0.04"," 0.01"," 0.00"," 0.81"," 0.35"," 3.52"," 2.28"," 3.73","11.07"," 6.28","61.98387","64.90000","66.50000","63.12903","61.80000","59.14516","53.71667","54.58065","52.08929","55.51613","51.41935","56.23333"
"2003","12"," 92.7783871"," 9.93","51.41935"," 3.38"," 0.31"," 0.00"," 0.01"," 0.00"," 0.07"," 0.90"," 3.50"," 1.47"," 1.86"," 1.85","15.21"," 4.27"," 0.00"," 0.00"," 0.04"," 0.01"," 0.00"," 0.81"," 0.35"," 3.52"," 2.28"," 3.73","11.07","53.10000","61.98387","64.90000","66.50000","63.12903","61.80000","59.14516","53.71667","54.58065","52.08929","55.51613","51.41935"
"2004"," 1"," 77.5064516"," 3.27","49.77419"," 9.93"," 3.38"," 0.31"," 0.00"," 0.01"," 0.00"," 0.07"," 0.90"," 3.50"," 1.47"," 1.86"," 1.85","15.21"," 4.27"," 0.00"," 0.00"," 0.04"," 0.01"," 0.00"," 0.81"," 0.35"," 3.52"," 2.28"," 3.73","51.41935","53.10000","61.98387","64.90000","66.50000","63.12903","61.80000","59.14516","53.71667","54.58065","52.08929","55.51613"
"2004"," 2","126.7758621"," 5.64","51.24138"," 3.27"," 9.93"," 3.38"," 0.31"," 0.00"," 0.01"," 0.00"," 0.07"," 0.90"," 3.50"," 1.47"," 1.86"," 1.85","15.21"," 4.27"," 0.00"," 0.00"," 0.04"," 0.01"," 0.00"," 0.81"," 0.35"," 3.52"," 2.28","49.77419","51.41935","53.10000","61.98387","64.90000","66.50000","63.12903","61.80000","59.14516","53.71667","54.58065","52.08929"
"2004"," 3"," 46.6612903"," 1.34","58.69355"," 5.64"," 3.27"," 9.93"," 3.38"," 0.31"," 0.00"," 0.01"," 0.00"," 0.07"," 0.90"," 3.50"," 1.47"," 1.86"," 1.85","15.21"," 4.27"," 0.00"," 0.00"," 0.04"," 0.01"," 0.00"," 0.81"," 0.35"," 3.52","51.24138","49.77419","51.41935","53.10000","61.98387","64.90000","66.50000","63.12903","61.80000","59.14516","53.71667","54.58065"
"2004"," 4"," 17.8066667"," 0.43","57.61667"," 1.34"," 5.64"," 3.27"," 9.93"," 3.38"," 0.31"," 0.00"," 0.01"," 0.00"," 0.07"," 0.90"," 3.50"," 1.47"," 1.86"," 1.85","15.21"," 4.27"," 0.00"," 0.00"," 0.04"," 0.01"," 0.00"," 0.81"," 0.35","58.69355","51.24138","49.77419","51.41935","53.10000","61.98387","64.90000","66.50000","63.12903","61.80000","59.14516","53.71667"
"2004"," 5","  7.6267742"," 0.09","60.35484"," 0.43"," 1.34"," 5.64"," 3.27"," 9.93"," 3.38"," 0.31"," 0.00"," 0.01"," 0.00"," 0.07"," 0.90"," 3.50"," 1.47"," 1.86"," 1.85","15.21"," 4.27"," 0.00"," 0.00"," 0.04"," 0.01"," 0.00"," 0.81","57.61667","58.69355","51.24138","49.77419","51.41935","53.10000","61.98387","64.90000","66.50000","63.12903","61.80000","59.14516"
"2004"," 6","  4.1450000"," 0.01","62.05000"," 0.09"," 0.43"," 1.34"," 5.64"," 3.27"," 9.93"," 3.38"," 0.31"," 0.00"," 0.01"," 0.00"," 0.07"," 0.90"," 3.50"," 1.47"," 1.86"," 1.85","15.21"," 4.27"," 0.00"," 0.00"," 0.04"," 0.01"," 0.00","60.35484","57.61667","58.69355","51.24138","49.77419","51.41935","53.10000","61.98387","64.90000","66.50000","63.12903","61.80000"
"2004"," 7","  2.9945161"," 0.06","63.29032"," 0.01"," 0.09"," 0.43"," 1.34"," 5.64"," 3.27"," 9.93"," 3.38"," 0.31"," 0.00"," 0.01"," 0.00"," 0.07"," 0.90"," 3.50"," 1.47"," 1.86"," 1.85","15.21"," 4.27"," 0.00"," 0.00"," 0.04"," 0.01","62.05000","60.35484","57.61667","58.69355","51.24138","49.77419","51.41935","53.10000","61.98387","64.90000","66.50000","63.12903"
"2004"," 8","  2.1354839"," 0.00","64.59677"," 0.06"," 0.01"," 0.09"," 0.43"," 1.34"," 5.64"," 3.27"," 9.93"," 3.38"," 0.31"," 0.00"," 0.01"," 0.00"," 0.07"," 0.90"," 3.50"," 1.47"," 1.86"," 1.85","15.21"," 4.27"," 0.00"," 0.00"," 0.04","63.29032","62.05000","60.35484","57.61667","58.69355","51.24138","49.77419","51.41935","53.10000","61.98387","64.90000","66.50000"
"2004"," 9","  1.1060000"," 0.02","64.70000"," 0.00"," 0.06"," 0.01"," 0.09"," 0.43"," 1.34"," 5.64"," 3.27"," 9.93"," 3.38"," 0.31"," 0.00"," 0.01"," 0.00"," 0.07"," 0.90"," 3.50"," 1.47"," 1.86"," 1.85","15.21"," 4.27"," 0.00"," 0.00","64.59677","63.29032","62.05000","60.35484","57.61667","58.69355","51.24138","49.77419","51.41935","53.10000","61.98387","64.90000"
"2004","10","  7.1532258"," 5.80","59.04839"," 0.02"," 0.00"," 0.06"," 0.01"," 0.09"," 0.43"," 1.34"," 5.64"," 3.27"," 9.93"," 3.38"," 0.31"," 0.00"," 0.01"," 0.00"," 0.07"," 0.90"," 3.50"," 1.47"," 1.86"," 1.85","15.21"," 4.27"," 0.00","64.70000","64.59677","63.29032","62.05000","60.35484","57.61667","58.69355","51.24138","49.77419","51.41935","53.10000","61.98387"
"2004","11","  8.9550000"," 2.20","53.08333"," 5.80"," 0.02"," 0.00"," 0.06"," 0.01"," 0.09"," 0.43"," 1.34"," 5.64"," 3.27"," 9.93"," 3.38"," 0.31"," 0.00"," 0.01"," 0.00"," 0.07"," 0.90"," 3.50"," 1.47"," 1.86"," 1.85","15.21"," 4.27","59.04839","64.70000","64.59677","63.29032","62.05000","60.35484","57.61667","58.69355","51.24138","49.77419","51.41935","53.10000"
"2004","12","104.3300000","10.28","51.45161"," 2.20"," 5.80"," 0.02"," 0.00"," 0.06"," 0.01"," 0.09"," 0.43"," 1.34"," 5.64"," 3.27"," 9.93"," 3.38"," 0.31"," 0.00"," 0.01"," 0.00"," 0.07"," 0.90"," 3.50"," 1.47"," 1.86"," 1.85","15.21","53.08333","59.04839","64.70000","64.59677","63.29032","62.05000","60.35484","57.61667","58.69355","51.24138","49.77419","51.41935"
"2005"," 1","126.2612903"," 5.98","50.75806","10.28"," 2.20"," 5.80"," 0.02"," 0.00"," 0.06"," 0.01"," 0.09"," 0.43"," 1.34"," 5.64"," 3.27"," 9.93"," 3.38"," 0.31"," 0.00"," 0.01"," 0.00"," 0.07"," 0.90"," 3.50"," 1.47"," 1.86"," 1.85","51.45161","53.08333","59.04839","64.70000","64.59677","63.29032","62.05000","60.35484","57.61667","58.69355","51.24138","49.77419"
